rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"3784","[object Object]","28","01JJWD33894DGYKNGA6A379ZXV","tangrams/300_186.png","270","tangrams/300_293.png,tangrams/53_293.png,tangrams/53_186.png,tangrams/300_186.png","arrow between 2 blocks and push button","survey-html-form","131164","0.0-27.0","top_bottom","top_bottom"
"2231","[object Object]","29","01JJWD33875NSSY4AJZR6A2DDK","tangrams/374_186.png","270","tangrams/374_186.png,tangrams/53_186.png,tangrams/374_314.png,tangrams/53_314.png","black diamond top left push button on right","survey-html-form","133396","0.0-28.0","top_bottom","top_bottom"
"2331","[object Object]","30","01JJWD338EWZ6E5KBMJHD56C32","tangrams/336_293.png","270","tangrams/374_293.png,tangrams/374_314.png,tangrams/336_314.png,tangrams/336_293.png","striaght line left black diamonds on right","survey-html-form","135728","0.0-29.0","top_bottom","top_bottom"
"5565","[object Object]","31","01JJWD3388D57AVTEJCQ4EPAK3","tangrams/53_86.png","270","tangrams/53_86.png,tangrams/374_86.png,tangrams/53_186.png,tangrams/374_186.png","left arrow pointing left right arrow pointing up","survey-html-form","141295","0.0-30.0","top_bottom","top_bottom"
"2365","[object Object]","32","01JJWD338EWZ6E5KBMMEK7YQXC","tangrams/374_314.png","270","tangrams/374_186.png,tangrams/336_186.png,tangrams/336_314.png,tangrams/374_314.png","left black diamond two arrows pointing right on right","survey-html-form","143662","0.0-31.0","top_bottom","top_bottom"
"5631","[object Object]","33","01JH1J27CT03F5CZZ2DA76YFY0","tangrams/53_448.png","0","tangrams/53_448.png,tangrams/192_380.png,tangrams/458_219.png,tangrams/7_348.png","it looks like a triangle inside another triangle","survey-html-form","149295","0.0-32.0","top","top"
"4532","[object Object]","34","01JH1J27G705R4B5ABZ2FGTSYH","tangrams/192_448.png","0","tangrams/192_448.png,tangrams/458_380.png,tangrams/7_219.png,tangrams/53_348.png","It looks like a square with a triangle joined together","survey-html-form","153829","0.0-33.0","top","top"
"3165","[object Object]","35","01JH1J27NFFPXQXDGCVPY1W588","tangrams/192_219.png","0","tangrams/192_219.png,tangrams/7_348.png,tangrams/53_380.png,tangrams/458_448.png","it looks like a union of rectangle and a point out triangle","survey-html-form","156995","0.0-34.0","top","top"
"3931","[object Object]","36","01JH1J27Q775KB8VZNCGD4EE4G","tangrams/458_219.png","0","tangrams/7_380.png,tangrams/192_448.png,tangrams/53_348.png,tangrams/458_219.png","It looks like the legs and feet of a person upside down","survey-html-form","160929","0.0-35.0","top","top"
"2298","[object Object]","37","01JH1J27RESXNVXYWWEPPH21WF","tangrams/458_380.png","0","tangrams/53_448.png,tangrams/192_219.png,tangrams/7_348.png,tangrams/458_380.png","it looks like a persons legs upside down","survey-html-form","163228","0.0-36.0","top","top"
"2015","[object Object]","38","01JH1J27F8XSD111N2N17D1YRN","tangrams/7_219.png","0","tangrams/192_448.png,tangrams/458_348.png,tangrams/53_380.png,tangrams/7_219.png","There is a V cut out at the top","survey-html-form","165245","0.0-37.0","top","top"
"2847","[object Object]","39","01JH1J27QEFJR7H2G0TVAJCCHX","tangrams/53_348.png","0","tangrams/53_348.png,tangrams/7_380.png,tangrams/192_219.png,tangrams/458_448.png","it looks like a triangle on another triangle","survey-html-form","168095","0.0-38.0","top","top"
"1764","[object Object]","40","01JH1J27Q0XKVSE94YSG2ET2FG","tangrams/7_348.png","0","tangrams/7_348.png,tangrams/53_448.png,tangrams/192_380.png,tangrams/458_219.png","There is a V cut out at the top","survey-html-form","169862","0.0-39.0","top","top"
"6249","[object Object]","41","01JH1J27NX2HJ8VC3M36NFH060","tangrams/192_380.png","0","tangrams/192_380.png,tangrams/53_219.png,tangrams/458_348.png,tangrams/7_448.png","It looks like a square with a triangle coming out of it pointed to the left","survey-html-form","176112","0.0-40.0","top","top"
"2382","[object Object]","42","01JH1J27FF6FKQJTTV87G918P4","tangrams/7_448.png","0","tangrams/458_348.png,tangrams/7_448.png,tangrams/53_380.png,tangrams/192_219.png","it looks like a cut out V shape at the top","survey-html-form","178495","0.0-41.0","top","top"
"2065","[object Object]","43","01JH1J27CADKJCAYN98SAZ84XR","tangrams/458_448.png","0","tangrams/458_448.png,tangrams/7_348.png,tangrams/192_380.png,tangrams/53_219.png","it looks like someones legs and feet upside down","survey-html-form","180562","0.0-42.0","top","top"
"2083","[object Object]","44","01JH1J27R12M10X2RPAE0YF6XE","tangrams/458_348.png","0","tangrams/53_380.png,tangrams/192_448.png,tangrams/458_348.png,tangrams/7_219.png","it looks like 2 legs of a person upside down","survey-html-form","182645","0.0-43.0","top","top"
"4930","[object Object]","45","01JH1J27FZ32E4Y39QMHTZ25XQ","tangrams/7_380.png","0","tangrams/192_219.png,tangrams/53_448.png,tangrams/7_380.png,tangrams/458_348.png","it looks like a v shaped female dress","survey-html-form","187578","0.0-44.0","top","top"
"4266","[object Object]","46","01JH1J27QT7WXKGW98G0G33SMA","tangrams/53_219.png","0","tangrams/7_380.png,tangrams/458_348.png,tangrams/53_219.png,tangrams/192_448.png","It looks like a roof with another triangle on top of it","survey-html-form","191845","0.0-45.0","top","top"
"2914","[object Object]","47","01JH1J27PANSJ0XARA1HG0H4A8","tangrams/192_348.png","0","tangrams/458_448.png,tangrams/7_219.png,tangrams/53_380.png,tangrams/192_348.png","it looks like a rectangle and a triangle joined together","survey-html-form","194761","0.0-46.0","top","top"
"2032","[object Object]","48","01JH1J27FQ0AV0KT6RKFZ1TNQN","tangrams/53_380.png","0","tangrams/7_448.png,tangrams/192_219.png,tangrams/53_380.png,tangrams/458_348.png","It looks with a roof with a triangle on top","survey-html-form","196795","0.0-47.0","top","top"
