gameID,batchID,contextStructure,contextSize,status,setId,setIndex,setReplicate,setSlotInReplicate,compSetId,rotation,numPretestItems,numPosttestItems,describeSecondsPerItem,stimulusSchemaVersion,trainingLabels,endedInactive,trainingRoundsCompleted,trainingRoundsExpected,endedReason
01M14SGSB2Z1FHGDV8J92MTH2Z,01M14SGSAC64PTV6V6H6YMYDY7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH63THNJKMQFYN35WYV5V,01M14SH63012RNDEQZBY6MPXXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8BAWN8YSZ91GC7PJN6N,01M14SH8AVM77V9J3QFT3NSVDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SJNRKEEK5XEGQ4MZBM5ET,01M14SJNR2P49HCGQHX8KT7V7Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8MBM7P0C2W28X92PES7,01M14SH8KP37196NJBG9WPF204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGHT4C3Q1E7DCSWZJX10H,01M14SGHRYTG3YT5D9DHENESS0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH63J3VRSRGDW86KMBRV1,01M14SH63012RNDEQZBY6MPXXF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8B9TP9NR9VCMM3R44Q1,01M14SH8AVM77V9J3QFT3NSVDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8M7XV1MPY1G19Z2PAVE,01M14SH8KP37196NJBG9WPF204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SH8MAT8FVYY91CQ5MG9KA,01M14SH8KP37196NJBG9WPF204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SJNRP8C3X2DZBPQ127V4P,01M14SJNR2P49HCGQHX8KT7V7Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SJNRQSEPQK0M7NTRV59DA,01M14SJNR2P49HCGQHX8KT7V7Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGSAZA9KMTGA4F3PSGA9V,01M14SGSAC64PTV6V6H6YMYDY7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGSB1SMKYZN19WEAD3HCB,01M14SGSAC64PTV6V6H6YMYDY7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01M14SGSB35T44JTDDE68NY6VD,01M14SGSAC64PTV6V6H6YMYDY7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
