gameID,batchID,contextStructure,contextSize,status,setId,setIndex,setReplicate,setSlotInReplicate,compSetId,rotation,numPretestItems,numPosttestItems,describeSecondsPerItem,stimulusSchemaVersion,trainingLabels,endedInactive,trainingRoundsCompleted,trainingRoundsExpected,endedReason
01M1PVPVN58XQ8WD43NR9G03HY,01M1PVPVMN0N188SRQFD5K22YN,comp-within,4,ended,6,1,0,0,6,180,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",TRUE,5,48,timeOut
01M1PVPWEJQS052PE7X7E1TZK9,01M1PVPWE2PXM55KVBKFZVFAAF,comp-between,4,ended,6,1,0,1,6,180,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPWZ7KQZN2DHXW0TTKG9P,01M1PVPWYR2AECRXKK3V8QA39N,noncomp,4,ended,7,2,0,0,7,270,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
01M1PVPXF92SZVFC9KBGN1TRXM,01M1PVPXEXKZ41YSQH323HQ6NG,comp-within,4,ended,7,2,0,1,7,270,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPVN19AKJQXAJWG447XT1,01M1PVPVMN0N188SRQFD5K22YN,comp-between,4,ended,6,1,0,0,6,180,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPVN43CJ2ZQS2FA0GJ1TX,01M1PVPVMN0N188SRQFD5K22YN,noncomp,4,ended,6,1,0,0,6,180,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
01M1PVPWEFJ67VYTWGSHJ4XJ33,01M1PVPWE2PXM55KVBKFZVFAAF,noncomp,4,ended,6,1,0,1,6,180,8,20,60,exp2-1,"[""A1"",""B2"",""C3"",""D4"",""F1"",""F2"",""F3"",""F4"",""F5"",""F6"",""F7"",""F8""]",FALSE,48,48,end of game
01M1PVPWZ383HA8RRK2RFSW236,01M1PVPWYR2AECRXKK3V8QA39N,comp-between,4,ended,7,2,0,0,7,270,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPWZ82WNHXNHFM772HZSY,01M1PVPWYR2AECRXKK3V8QA39N,comp-within,4,ended,7,2,0,0,7,270,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",FALSE,48,48,end of game
01M1PVPY05YMN5QBCZG3YB2C9A,01M1PVPXZMGP801DZ1Z399QWA5,comp-between,4,ended,8,3,0,0,8,0,20,20,60,exp2-1,"[""A2"",""A3"",""A4"",""B1"",""B3"",""B4"",""C1"",""C2"",""C4"",""D1"",""D2"",""D3""]",TRUE,5,48,timeOut
